"ubigeo","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20","pc21","pc22","pc23","pc24","pc25"
"010101",-7.57152001352632,0.12926256818966,1.2020188682315,-1.54290958739352,-0.932991262281783,0.479225564873819,1.28251003229225,-0.198069223375331,0.317989988619391,1.43083513141001,0.599292193909968,0.189561710334499,0.369337691853986,0.515934083403465,0.0654324998588672,1.27472771674551,0.0985441919024011,-0.72610424690334,0.822703477583178,-0.231279998142035,0.439401126442934,0.343799757044583,-0.242958739645444,-0.295295484780383,0.64198479409235
"010102",2.3389830032991,1.97712116149397,0.723639830689222,0.653365897378584,-2.17668298699569,-2.4378045692084,-0.443444036489688,-0.565665203745711,-0.191204544348152,0.444818595066962,0.155535066078705,-0.796361445112134,1.04549719732011,-0.586460608111421,-0.301025423025896,-1.83906978952141,0.409151011873823,0.307387129813395,-0.518819110073578,0.926635129699525,0.622762682555154,-1.71093711385378,1.64396449294971,1.56135040814754,-0.354950122028682
"010103",2.21898006094275,-0.299250446531473,0.971356596238557,-1.07147314666477,-1.0395559764339,0.161979339095522,-1.65738251243961,-0.307414576405463,0.16378434209069,-0.119400565147947,-0.657615208631148,0.50100092210519,0.748251639553954,0.0688767143323433,-0.496860875343678,-0.179296545600365,0.276765030860411,0.423377676451427,-0.132964202356775,0.500868128556142,0.141437137975096,-0.00818353712076986,0.414798240477899,-0.246525372337794,-0.655758084738391
"010104",-0.529664553534183,0.699571598343709,2.14642479737022,0.257684751587169,-2.38699415543556,-1.41361063303974,0.407571159137464,-0.355742130877876,0.0310003302168831,1.61776054465244,0.636651141553486,0.27658264671755,0.849602918473231,0.446850382721079,-0.0879876316604385,-0.372142224281121,-0.408406801588277,0.0061453378265478,0.487116565617553,0.414236417377627,-0.287249266089704,0.278095703760968,0.481391046847226,0.265391505802911,1.17727926931002
"010105",3.17013672506165,0.138048776559075,0.358800779453371,0.170218016320734,-1.64228135556429,1.92982774940399,-1.16548378871205,1.20403799539222,-0.64395142757857,-0.306361033963857,-0.247536889179692,-0.679721174740221,-1.12697582717959,1.70801181314156,-0.873460056071182,-1.91485693340621,-0.4306748024329,-0.578892654210389,-0.236104869330827,0.838726245214748,0.380958276889413,-0.443495268983221,0.517975045709197,0.254709434057253,-0.396907281582863
"010106",2.99377507652656,0.153955343831972,0.301140934705174,-1.25969297077923,-0.552933938931134,-1.35713438767242,-1.86902321756549,-0.872702804297832,0.286893045807541,1.25630045172893,-0.826045956470457,1.5452861883606,0.481966296902883,-0.147109068572787,-0.891703532209724,0.0419601620315904,-0.434213034477646,0.245081532174686,0.414268172538905,-0.158165058677476,-0.866068245106321,-0.60096047411572,0.0753738587287834,0.397312921381152,0.80170752668865
"010107",3.11920857976462,1.43702916155019,0.142239211112994,-1.56239233318477,-1.46486385137337,2.69737814694429,-1.30447716742691,2.03670895893392,-1.01327583006574,-0.358871893520544,0.363949853296066,-0.900962254974937,-2.08396091477722,1.2352290082192,-1.83942001211213,-2.26544713678714,0.0126138445107057,-1.87453618305242,0.255954988515243,0.778247789464831,-0.24064663870156,-0.0122893133372732,1.00671209856179,0.457920742678541,-0.524083392088903
"010108",0.572083641099433,2.83253019929719,0.551741540252316,-1.05061506633043,-1.43103290992566,-0.600939229490765,0.406344312751589,1.76671844984704,-1.21193031814495,-0.233634567607871,0.652982999509262,-0.0127800481571377,-1.90528187835432,-0.169928800056717,-1.25823700768497,-0.595443493368494,-0.443650849279912,-1.45675734439594,0.304528228249498,0.0657878434260535,-0.228427345501811,0.725456021604988,-0.283948181417232,0.32884584749068,0.401778916997358
"010109",1.70268612892749,0.510536904649264,0.708415289124231,-2.61488136648307,-0.47787795999333,0.658780801177197,-0.775085444592832,1.47853425172208,-0.719240524409675,0.798099896855139,-0.0648912471225611,1.91043136220992,-0.333111499464049,-0.0969460324587866,-0.562929282470039,-1.07779672497868,-0.419604632700735,-0.359294523967186,0.701465545988868,0.355933079520102,-1.90617023222683,-0.354010943117558,0.977528798531301,-0.232204204181593,0.584301342155281
"010110",-1.20654547357531,0.321600813323936,1.2896780059765,-1.73461358659297,-0.787932323379477,-0.745349507290066,-0.225127543860586,-0.134113117399794,0.0486314607062813,0.894869702817749,-0.156681413772655,1.46227934299527,0.679271688059983,-0.406221610505197,-0.267056216025531,-0.0921834969899637,0.732521157170479,0.0728283583919628,0.543269324348336,-0.362604565733677,-0.904293640980724,0.52430236791388,0.338327858696678,-0.276576912993585,-0.151986647446193
"010111",0.238115614494143,0.984643797965955,2.58155453803239,-0.368252299135644,-1.87966017595643,-0.136024771085091,-0.0121161630966073,-0.785675423569047,0.38637827851071,0.788772076726431,-0.00164651742364218,-0.352804173546469,1.24468551565726,0.179849332071911,-1.05600975334073,-1.04477095708102,0.628743057942365,0.34595038016452,-0.21707165115559,0.20099748457246,0.430826602239368,1.32874683455886,0.34301349529187,0.175616731949062,-0.115189831143248
"010112",0.186237855919231,2.10526948854007,1.23098676420489,0.25928182760848,-1.78552304906859,-0.938266523617587,0.229653703644608,0.695765660610945,-0.703865508298715,0.176079701722609,0.260856297196563,-0.204177821701238,-0.688818201556053,-0.119154201025707,-0.822047540105644,-0.931560918835503,0.228565899441588,-0.395604050515621,0.181638834615164,-0.150005696468432,-0.33621163829296,0.500065883710109,0.0353302041930926,0.372424367264655,-0.206663354376331
"010113",-0.127367744631205,1.45473714596935,1.33310434445824,-2.73333644886758,-0.148403700248849,-1.77949619842512,0.145938225712339,0.227731912805425,-0.361463073532504,1.18280017072801,-0.658371096352971,1.64057882815214,0.433771092864097,-0.746592265913172,-0.375655577236834,-0.138762425434028,-0.0480891746203321,0.0820374697012384,0.427592314097274,-0.022657157779205,-0.99463859350786,-0.791405599251269,0.555345453024148,0.31005591733491,0.266325142800727
"010114",-0.230058051204277,0.145217945021049,1.89527417642587,-1.23030903521524,-1.42192511013358,-0.269320496199904,-0.182887341577415,-0.148823326409914,0.118743432852815,1.35917900185514,0.681193867983251,-0.101798005596127,0.43950837881102,0.387817729496332,-0.49087471568069,-0.214220892832487,0.0628128940316417,-0.34876897137433,0.474728135574601,-0.350291604694383,-0.227994354817412,0.140030742826815,0.249123945028922,0.383972282749451,0.896711103060734
"010115",1.02171582180838,2.72116568125906,0.585294933690761,-2.05347809169382,-0.65308779155089,-2.40487476095697,-0.315658860411364,0.555485114244822,-0.768281601005516,0.791330957374613,-0.819107584962412,1.9374783439576,0.0472213760372476,-1.08797046750088,-0.969153898190937,-0.486291888817083,-0.00573097101319021,0.31225888149372,0.312175437282326,-0.407529562368026,-1.21296783312732,-0.769584695566785,-0.0829850804770964,-0.0356133232089796,-0.461086990845568
"010116",1.31740187536893,0.328134522702029,0.700817136921527,0.0597493628483369,-1.52759564999847,3.89758298646362,-1.73901630682628,2.40988078743276,-1.24917701076638,0.116418576838179,-0.686928170471958,-1.7076751526585,-1.98639881777836,-0.381609214953886,-1.41335141880443,-3.31941106824064,0.719843816648709,-1.59432651889555,-0.511127826218065,1.99750806349147,1.0756297617304,0.24543034633971,1.80686403108671,0.336073819414276,-0.415478361922043
"010117",5.2665794216605,-1.7864072424954,-2.64061093189846,1.49301577792587,0.50068378246027,-0.590551487531088,-0.959818782536917,-0.809261958912572,0.165529265703707,0.218262066402016,0.469111406760739,0.958741880656112,-1.05260574085073,-0.000686938440890965,-0.0540517549025098,-0.64682658733559,-1.59298672952174,-0.27305744246541,-0.318974309075838,1.10187995643493,0.333617212061276,-1.05114732570113,0.391803314411504,1.51673967739418,-0.385684370573548
"010118",-2.08551306275974,1.33393799294058,1.65805094080417,0.367861755307315,-2.04827997049243,-1.92862725562004,0.137727938252016,-0.787174610190748,-0.0810141339034051,1.34579104252701,-0.0240676562054183,-0.479331226435141,-1.12399878378389,0.400552256449487,-0.0761437714830205,-0.40728417047052,-0.210608288245226,0.490811055479213,0.116249263549842,1.35899425704076,0.183140796331554,0.607014085453958,0.882273069002811,-0.475021308607474,1.76365889125709
"010119",0.545155992789246,1.55926839894311,1.99736362119095,-1.35262501373807,-1.47656609262042,-0.96264196618353,0.0510663710228977,-0.442370732972431,0.197485259489957,1.2392949923495,0.645380751051532,0.150356456476372,0.717542761118757,0.660684004531133,-1.3958635044343,-0.669307980731912,0.18690271960623,-0.508917928060574,0.418782359118041,-0.265235347786782,-0.118560040500349,0.469201218154832,0.370820694752122,0.48362079332073,0.903261072395884
"010120",1.1498561110408,1.76992336946353,1.56566139875094,-1.24163785171218,-1.27154582412245,-1.98430734934327,-0.175955878342752,-0.38942386523683,-0.00900882794064415,1.16534409307057,0.877231831856378,-0.473345969080786,0.511796777882279,-0.164823323598845,-0.629711638159938,-0.402870565892776,-0.0467392290722539,-0.259342402299431,0.190053735559062,0.132840269130201,0.379242803614084,-0.142848529635254,0.466433519400119,0.775200891959679,0.431444535604146
"010121",1.88286313993853,0.430484650160012,2.68691503612077,0.0613368913487674,-2.5333998217146,2.35115405981614,-1.64993621278691,-0.140011081558679,0.057902346681491,-4.15257162318104,0.590841891202816,0.86428364627755,-1.03351548166745,0.54955570267648,-1.07965792694934,-1.4505187072939,-1.33192591910078,-0.979056470053235,-0.562040346061564,0.491915909803819,-0.789049084761597,-1.43215551862452,0.990630896577047,1.06159608149017,0.27952200769596
"010201",-5.25794359953301,-0.60915278459384,2.04580562892487,-0.22972077078932,-1.73635059813149,2.22798617075744,1.54094181692863,0.256328300384657,0.200856031725968,1.15578166596587,1.42540642855364,0.69814591078231,0.529961259339441,-0.298733135322137,-0.480255495343416,1.0236412445878,-0.258529906788995,0.141815971950765,-0.112981183015751,-0.195460873878788,0.229695110579775,-0.369769662296124,-0.732176525187006,0.274202795992377,0.00588305764725571
"010202",2.5963760109481,-2.47000455356939,0.179481390106605,-0.286898872002225,-0.732452357499606,1.33042009858186,-0.52333388404557,-0.0996475811965519,0.19541777734439,0.338926691825898,0.697756333224002,0.550289006702208,0.0186602101084174,1.0161166064614,-0.914902996754414,-0.605854526853794,-0.689446108015017,-0.254106893678405,0.312602153974958,0.121149350108275,-0.902834835076878,-0.476004269845466,0.512417231334904,0.158592827639079,0.435479708138967
"010203",1.63354645771717,0.275195531197436,1.49329120095541,0.0658138569707976,-1.60394229982057,1.89098368438585,-0.954354328798164,-0.133199358770094,0.0475097340984245,-0.486552258830864,0.68482921563547,-0.316261706578316,-0.971456484723098,1.18178741249726,-1.56040601473306,-1.53245238083108,-0.296494460213582,0.136320958385422,-0.13315565207745,-0.125185412563431,-0.354983244696785,-0.234794401998415,-0.0544859429778342,-0.0861126169733792,0.153519798014053
