"year","iddist","pop_landscan"
"2022","080601",41438.6
"2023","080601",41866.8
"2017","030711",940.1
"2018","030711",746.9
"2019","030711",752.3
"2020","030711",689.2
"2021","030711",693.7
"2022","030711",697.4
"2023","030711",718.7
"2017","080703",8836.7
"2018","080703",7280.6
"2019","080703",6415.7
"2020","080703",7351.8
"2021","080703",8911.8
"2022","080703",8959.5
"2023","080703",9083.4
"2017","030709",81.4
"2018","030709",60.7
"2019","030709",61.1
"2020","030709",238.1
"2021","030709",242.6
"2022","030709",244.4
"2023","030709",246.3
"2017","080506",1300.1
"2018","080506",1052.2
"2019","080506",801.6
"2020","080506",1120.1
"2021","080506",1389.9
"2022","080506",1390.3
"2023","080506",1397.6
"2017","080205",9830.8
"2018","080205",7671.5
"2019","080205",7723.8
"2020","080205",7478.9
"2021","080205",7697.1
"2022","080205",7757.9
"2023","080205",7889.1
"2017","090603",814.9
"2018","090603",574.7
"2019","090603",578.6
"2020","090603",664.9
"2021","090603",651.4
"2022","090603",619.9
"2023","090603",646
"2017","080702",2715.3
"2018","080702",2244.5
"2019","080702",1934.8
"2020","080702",2994.6
"2021","080702",2915.8
"2022","080702",2933.5
"2023","080702",3000.7
"2017","030416",4008.1
"2018","030416",3168.6
"2019","030416",3191
"2020","030416",2195.9
"2021","030416",2213
"2022","030416",2217
"2023","030416",2218.4
"2017","110110",4340.8
"2018","110110",4403.8
"2019","110110",4441.8
"2020","110110",5644.2
"2021","110110",5681.2
"2022","110110",5694.6
"2023","110110",5206.1
"2017","211205",6916.2
"2018","211205",5436.8
"2019","211205",5439.8
"2020","211205",2713
"2021","211205",2698.3
"2022","211205",2702.8
"2023","211205",2498.2
"2017","030206",1384.2
"2018","030206",1296
"2019","030206",1295.9
"2020","030206",1729.7
"2021","030206",1733.5
"2022","030206",1728.7
"2023","030206",1732.9
"2017","090612",761.2
"2018","090612",527.5
"2019","090612",527.5
"2020","090612",681
"2021","090612",666.6
"2022","090612",662.5
"2023","090612",663.8
"2017","030214",1837.4
"2018","030214",1716.4
"2019","030214",1716.4
"2020","030214",2505.2
"2021","030214",2507.2
"2022","030214",2502.2
"2023","030214",2534.9
"2017","030404",1023.6
"2018","030404",815
"2019","030404",819.7
"2020","030404",1415.4
"2021","030404",1425.4
"2022","030404",1424.4
"2023","030404",1431.8
"2017","110114",1673.4
"2018","110114",1672.8
"2019","110114",1681.1
"2020","110114",3798.2
"2021","110114",3928.8
"2022","110114",3936.3
"2023","110114",3851.3
"2017","090608",1684.3
"2018","090608",1264.6
"2019","090608",1274.2
"2020","090608",765.5
"2021","090608",734.2
"2022","090608",902
"2023","090608",847.1
"2017","030703",2332.9
"2018","030703",1883.8
"2019","030703",1900.9
"2020","030703",2943.2
"2021","030703",2972.1
"2022","030703",2974.7
"2023","030703",2961.4
"2017","030212",4403.5
"2018","030212",4055.7
"2019","030212",4057.5
"2020","030212",3049.1
"2021","030212",3048.6
"2022","030212",3044.3
"2023","030212",3009
"2017","210305",5781.7
"2018","210305",5427.2
"2019","210305",5503.9
"2020","210305",9533.5
"2021","210305",9388.9
"2022","210305",9337.9
"2023","210305",10326
"2017","080605",18974.1
"2018","080605",17690.4
"2019","080605",18529.8
"2020","080605",15376.5
"2021","080605",8471.9
"2022","080605",6704.5
"2023","080605",6812.1
"2017","030218",4265.7
"2018","030218",3987.5
"2019","030218",3988.1
"2020","030218",3786.7
"2021","030218",3791.4
"2022","030218",3784.3
"2023","030218",3882.3
"2017","110506",17765.7
"2018","110506",23681.1
"2019","110506",25151.5
"2020","110506",26316.4
"2021","110506",28150.2
"2022","110506",28025.5
"2023","110506",28284.3
"2017","030501",7926.2
"2018","030501",8135.9
"2019","030501",8171.4
"2020","030501",9941.8
"2021","030501",9898
"2022","030501",9719.2
"2023","030501",9755.4
"2017","081212",5131.6
"2018","081212",5187.2
"2019","081212",5344.7
"2020","081212",7086.5
"2021","081212",11544.3
"2022","081212",12500.4
"2023","081212",12612.1
"2017","080206",3534.1
"2018","080206",2805.9
"2019","080206",2872.1
"2020","080206",1807.7
"2021","080206",2305.1
"2022","080206",2346.1
"2023","080206",2363.3
"2017","030205",3012.8
"2018","030205",2809.2
"2019","030205",2807.7
"2020","030205",4580.3
"2021","030205",4586.3
"2022","030205",4576
"2023","030205",4605.3
"2017","081007",1612.8
"2018","081007",1255.8
"2019","081007",722.7
"2020","081007",2844
"2021","081007",2675.3
"2022","081007",2770
"2023","081007",2737.5
"2017","110508",9012
"2018","110508",9521.5
"2019","110508",9028.7
"2020","110508",8645.5
"2021","110508",7584.7
"2022","110508",7076.7
"2023","110508",7147.6
"2017","030106",11983
"2018","030106",13001.1
"2019","030106",13077.9
"2020","030106",6704.4
"2021","030106",6731.3
"2022","030106",6717.4
"2023","030106",6000.5
"2017","110501",72196
"2018","110501",78530
"2019","110501",76986.2
"2020","110501",69928.6
"2021","110501",67399.9
"2022","110501",64439.4
"2023","110501",63520.7
"2017","080207",4346.2
"2018","080207",3370.4
"2019","080207",3395.5
"2020","080207",3518.1
"2021","080207",3359.8
"2022","080207",3354.5
"2023","080207",3341.5
"2017","030405",1132.5
"2018","030405",913
"2019","030405",927.8
"2020","030405",735.8
"2021","030405",741.8
"2022","030405",741.8
"2023","030405",745.6
"2017","081008",1330.4
"2018","081008",1039.3
"2019","081008",603.5
"2020","081008",398.9
"2021","081008",1098.7
"2022","081008",1126.3
"2023","081008",1120.1
"2017","210301",12318.1
"2018","210301",11615.4
"2019","210301",11722.6
"2020","210301",18537.3
"2021","210301",18410.7
"2022","210301",18334.5
"2023","210301",18854.5
"2017","081002",3180.4
"2018","081002",2493.7
"2019","081002",5139.2
"2020","081002",2160.7
"2021","081002",2728.4
"2022","081002",2829.5
"2023","081002",2795.7
"2017","030505",3567.9
"2018","030505",3718.7
"2019","030505",3738.2
"2020","030505",3511.5
"2021","030505",3542.7
"2022","030505",3485.3
"2023","030505",3492.8
"2017","030704",1956.7
"2018","030704",1571.7
"2019","030704",1583
"2020","030704",1852.3
"2021","030704",1864.2
"2022","030704",1867.1
"2023","030704",1832.4
"2017","030102",1541.8
"2018","030102",1669.3
"2019","030102",1688.3
"2020","030102",1311.5
"2021","030102",1315.7
"2022","030102",1314.7
"2023","030102",1269.7
"2017","030702",3436.2
"2018","030702",2748
"2019","030702",2775.7
"2020","030702",1886.5
"2021","030702",1905.2
"2022","030702",1906.2
"2023","030702",1951.7
"2017","080203",2308.5
"2018","080203",1818.5
"2019","080203",1806
"2020","080203",1760.5
"2021","080203",2218.8
"2022","080203",2261.5
"2023","080203",2236.5
"2017","080602",14402.6
"2018","080602",13402.7
"2019","080602",13333.9
"2020","080602",8035.8
"2021","080602",7265.9
"2022","080602",6906.6
"2023","080602",7045
"2017","030217",11242
"2018","030217",10227.3
"2019","030217",10228.5
"2020","030217",5829.1
"2021","030217",5864.2
"2022","030217",5827.1
"2023","030217",5747.7
"2017","211209",5229.8
"2018","211209",4624
"2019","211209",4713
"2020","211209",6000.3
"2021","211209",6038.3
"2022","211209",6055.3
"2023","211209",6332.6
"2017","030203",4820.6
"2018","030203",4484.2
"2019","030203",4487.2
"2020","030203",2915.1
"2021","030203",2923.3
"2022","030203",2913.1
"2023","030203",3215.1
"2017","080201",4549.6
"2018","080201",3660
"2019","080201",3685.6
"2020","080201",4238.2
"2021","080201",4257
"2022","080201",4297.1
"2023","080201",4170
"2017","030411",307.1
"2018","030411",233.3
"2019","030411",235.2
"2020","030411",825.9
"2021","030411",833.2
"2022","030411",833.4
"2023","030411",830
"2017","030409",677.4
"2018","030409",528.7
"2019","030409",529.9
"2020","030409",1632.8
"2021","030409",1642.8
"2022","030409",1646.8
"2023","030409",1699.1
"2017","090605",482
"2018","090605",344.7
"2019","090605",345.7
"2020","090605",231.4
"2021","090605",226.7
"2022","090605",211.9
"2023","090605",217.6
"2017","110108",4292.6
"2018","110108",17397.6
"2019","110108",17557.4
"2020","110108",22985.5
"2021","110108",23136.3
"2022","110108",23179.3
"2023","110108",23773.5
"2017","081004",1081.1
"2018","081004",848
"2019","081004",1150.8
"2020","081004",528.3
"2021","081004",839.6
"2022","081004",860.9
"2023","081004",882
"2017","081206",2993.2
"2018","081206",2977.6
"2019","081206",2981.6
"2020","081206",3627
"2021","081206",5880.4
"2022","081206",6379.3
"2023","081206",6346.3
"2017","030415",1492.8
"2018","030415",1181.2
"2019","030415",1192
"2020","030415",2196.9
"2021","030415",2216.5
"2022","030415",2216.5
"2023","030415",2355.1
"2017","030103",10632.3
"2018","030103",11526.2
"2019","030103",11609.5
"2020","030103",6727.3
"2021","030103",6751
"2022","030103",6737
"2023","030103",7072.7
"2017","030503",8562.2
"2018","030503",8760.9
"2019","030503",8885.9
"2020","030503",7389.9
"2021","030503",7398.6
"2022","030503",7919.1
"2023","030503",7876.6
"2017","081003",2821.4
"2018","081003",2205.4
"2019","081003",1263.8
"2020","081003",3322.3
"2021","081003",3411.6
"2022","081003",3506.7
"2023","081003",3570.3
"2017","110505",3690.3
"2018","110505",3590.9
"2019","110505",3425.4
"2020","110505",6239.5
"2021","110505",5312.8
"2022","110505",4961.1
"2023","110505",6047.3
"2017","090611",128
"2018","090611",86.3
"2019","090611",86.3
"2020","090611",480.6
"2021","090611",476.5
"2022","090611",449.7
"2023","090611",387.6
"2017","110109",660.7
"2018","110109",722.8
"2019","110109",728.9
"2020","110109",3512.3
"2021","110109",3535.4
"2022","110109",3544.6
"2023","110109",3392
"2017","081207",2312.7
"2018","081207",2336.2
"2019","081207",2540.9
"2020","081207",2007.6
"2021","081207",4010.9
"2022","081207",4353
"2023","081207",4214.8
"2017","030107",4775.9
"2018","030107",5161.3
"2019","030107",5216.7
"2020","030107",5038.8
"2021","030107",5053
"2022","030107",5045.8
"2023","030107",5070
"2017","030502",2998.1
"2018","030502",3793.1
"2019","030502",3832
"2020","030502",3134.5
"2021","030502",3156.3
"2022","030502",3105.4
"2023","030502",3114.7
"2017","210112",7065.1
"2018","210112",6356.4
"2019","210112",6994.7
"2020","210112",11270.1
"2021","210112",11524
"2022","210112",11556.3
"2023","210112",11790.4
"2017","081208",4256.2
"2018","081208",4244.6
"2019","081208",4276.2
"2020","081208",2613.6
"2021","081208",4401.8
"2022","081208",4773.3
"2023","081208",4937.3
"2017","030603",4697.4
"2018","030603",3863.9
"2019","030603",3866.1
"2020","030603",2851.1
"2021","030603",2810.8
"2022","030603",2907.9
"2023","030603",2895.5
"2017","030101",43904
"2018","030101",47546.3
"2019","030101",47981.7
"2020","030101",53117.1
"2021","030101",53311.5
"2022","030101",53203.1
"2023","030101",53836.9
"2017","030109",2376.5
"2018","030109",2415.2
"2019","030109",2442.5
"2020","030109",4177.4
"2021","030109",4195
"2022","030109",4186.1
"2023","030109",4242.1
"2017","030209",8757.7
"2018","030209",8450.7
"2019","030209",8974.6
"2020","030209",10880.6
"2021","030209",11349.8
"2022","030209",11321.8
"2023","030209",11513.8
"2017","080102",9768.8
"2018","080102",10997.3
"2019","080102",10159.6
"2020","080102",8359.7
"2021","080102",8270.9
"2022","080102",8936.8
"2023","080102",8920.1
"2017","090117",12803.8
"2018","090117",9482.2
"2019","090117",9766.5
"2020","090117",13290
"2021","090117",13388.6
"2022","090117",13396.1
"2023","090117",13320.9
"2017","090208",5591.8
"2018","090208",3169.6
"2019","090208",3059.1
"2020","090208",4525.6
"2021","090208",4052.1
"2022","090208",4021.4
"2023","090208",4078.2
"2017","151012",196.2
"2018","151012",58.2
"2019","151012",44
"2020","151012",201.6
"2021","151012",150
"2022","151012",135.6
"2023","151012",117.1
"2017","150502",9501.7
"2018","150502",10702.1
"2019","150502",10802.3
"2020","150502",12491.7
"2021","150502",12697.9
"2022","150502",13435.9
"2023","150502",16150.1
"2017","151008",223.6
"2018","151008",68.5
"2019","151008",49.8
"2020","151008",271.1
"2021","151008",209.2
"2022","151008",184.9
"2023","151008",288.8
"2017","151006",441.3
"2018","151006",175.6
"2019","151006",262.5
"2020","151006",390.5
"2021","151006",342.9
"2022","151006",352.5
"2023","151006",365.6
"2017","080905",11846.3
"2018","080905",9592.3
"2019","080905",15367
"2020","080905",6778.3
"2021","080905",5646
"2022","080905",5677.4
"2023","080905",5518.9
"2017","151023",130.9
"2018","151023",40.7
"2019","151023",31.5
"2020","151023",221.8
"2021","151023",170.1
"2022","151023",151.5
"2023","151023",147.5
"2017","090206",21470.8
"2018","090206",12195.6
"2019","090206",13773.1
"2020","090206",10141.4
"2021","090206",13897.2
"2022","090206",14625.1
"2023","090206",14535.8
"2017","090114",2068.8
"2018","090114",1655.5
"2019","090114",2390.6
"2020","090114",3287.3
"2021","090114",4023.8
"2022","090114",4036.3
"2023","090114",4090.2
"2017","170102",2388.3
"2018","170102",2928
"2019","170102",2981.3
"2020","170102",9926.8
"2021","170102",10034.4
"2022","170102",32646.2
"2023","170102",31652
"2017","090202",2094.5
"2018","090202",1214.1
"2019","090202",1167.9
"2020","090202",2768
"2021","090202",2496.8
"2022","090202",2442.8
"2023","090202",2442.1
"2017","090102",16016.1
"2018","090102",12206.2
"2019","090102",12379.4
"2020","090102",6798.5
"2021","090102",7050.3
"2022","090102",7066.7
"2023","090102",6907.5
"2017","150509",18704.3
"2018","150509",20857
"2019","150509",21006.7
"2020","150509",22614.4
"2021","150509",22754.4
"2022","150509",22751.3
"2023","150509",22058.4
"2017","151031",955.5
"2018","151031",1215
"2019","151031",941.7
"2020","151031",694.1
"2021","151031",529
"2022","151031",464.9
"2023","151031",440.6
"2017","150513",2614
"2018","150513",2899.9
"2019","150513",2924.4
"2020","150513",4825.5
"2021","150513",4858
"2022","150513",4844.4
"2023","150513",4898.4
"2017","150113",85258.1
"2018","150113",90178.4
"2019","150113",90701.4
"2020","150113",90590
"2021","150113",91130
"2022","150113",91329.9
"2023","150113",80384
"2017","090304",3348.5
"2018","090304",2786.6
"2019","090304",2796
"2020","090304",2895.4
"2021","090304",2913.6
"2022","090304",2887
"2023","090304",2764.1
"2017","151020",785.5
"2018","151020",487
"2019","151020",1312.4
"2020","151020",1577.5
"2021","151020",2116.9
"2022","151020",2258.7
"2023","151020",2224.1
"2017","080904",2060.8
"2018","080904",2597.5
"2019","080904",4917.8
"2020","080904",5714
"2021","080904",5750
"2022","080904",5892.1
"2023","080904",5879.7
"2017","090403",2442.6
"2018","090403",1602.7
"2019","090403",1592.4
"2020","090403",1277.3
"2021","090403",1246.9
"2022","090403",1232.5
"2023","090403",1163.5
"2017","090303",560.3
"2018","090303",454.4
"2019","090303",452.5
"2020","090303",671.7
"2021","090303",673.1
"2022","090303",665.7
"2023","090303",668.8
"2017","151032",371.5
"2018","151032",1875.7
"2019","151032",2347.8
"2020","151032",1680.2
"2021","151032",2529.2
"2022","151032",2807.3
"2023","151032",2814.3
"2017","151009",748.1
"2018","151009",598.8
"2019","151009",768.1
"2020","151009",637
"2021","151009",686.4
"2022","151009",676.3
"2023","151009",678.5
"2017","150609",333
"2018","150609",343
"2019","150609",343.4
"2020","150609",685.9
"2021","150609",692.7
"2022","150609",693.7
"2023","150609",680.3
"2017","150601",105130
"2018","150601",111080.6
"2019","150601",111966.5
"2020","150601",119644.1
"2021","150601",120685.8
"2022","150601",120798.7
"2023","150601",131975.6
"2017","120804",8474.8
"2018","120804",6334.6
"2019","120804",6438.6
"2020","120804",3783
"2021","120804",3828.8
"2022","120804",3813.7
"2023","120804",4052.5
"2017","080105",23470.9
"2018","080105",29044.3
"2019","080105",44795.1
"2020","080105",59190
"2021","080105",114737.9
"2022","080105",133047.7
"2023","080105",129885.3
"2017","081211",6594.8
"2018","081211",6681.7
"2019","081211",6720.1
"2020","081211",5260.8
"2021","081211",5778.7
"2022","081211",6363.8
"2023","081211",6431.3
"2017","151029",1455.2
"2018","151029",596.2
"2019","151029",561.8
"2020","151029",402.7
"2021","151029",364.1
"2022","151029",364.9
"2023","151029",347.8
"2017","090110",2013
"2018","090110",1540.8
"2019","090110",1540.5
"2020","090110",1785.9
"2021","090110",1779.6
"2022","090110",1778.9
"2023","090110",1888.9
"2017","090109",765.9
"2018","090109",583.8
"2019","090109",583.8
"2020","090109",800.6
"2021","090109",798.1
"2022","090109",798.2
"2023","090109",820.2
"2017","080408",26425.9
"2018","080408",24048.1
"2019","080408",19987.8
"2020","080408",11824.8
"2021","080408",11431.8
"2022","080408",11432.8
"2023","080408",11681.3
"2017","090119",6499.9
"2018","090119",4970.1
"2019","090119",5092.4
"2020","090119",6604.8
"2021","090119",6657.4
"2022","090119",6665.8
"2023","090119",6895
"2017","120204",1583.7
"2018","120204",1393.4
"2019","120204",1585.8
"2020","120204",3462.7
"2021","120204",3269.8
"2022","120204",3247.2
"2023","120204",3244.3
"2017","120132",3998.8
"2018","120132",4417
"2019","120132",4463.6
"2020","120132",5024.3
"2021","120132",5067.5
"2022","120132",5078.3
"2023","120132",4970.8
"2017","150730",329.7
"2018","150730",249.3
"2019","150730",343.6
"2020","150730",893.7
"2021","150730",876.5
"2022","150730",866.8
"2023","150730",614.7
"2017","150715",963.4
"2018","150715",835.2
"2019","150715",811.5
"2020","150715",1581.4
"2021","150715",1533.8
"2022","150715",1509
"2023","150715",1073.1
"2017","120202",2442.1
"2018","120202",2142.3
"2019","120202",2231.3
"2020","120202",2153.5
"2021","120202",2031.4
"2022","120202",2025.3
"2023","120202",2095.1
"2017","150721",6543.8
"2018","150721",4573.2
"2019","150721",4168.6
"2020","150721",3166
"2021","150721",3010.5
"2022","150721",2950.6
"2023","150721",2150.8
"2017","151003",1556.1
"2018","151003",533.9
"2019","151003",474.2
"2020","151003",528.2
"2021","151003",464.9
"2022","151003",426.9
"2023","151003",513.1
"2017","150124",1652.6
"2018","150124",2024.2
"2019","150124",2155.1
"2020","150124",5211.3
"2021","150124",5238.8
"2022","150124",5519.8
"2023","150124",5535.4
"2017","150138",387.7
"2018","150138",467.2
"2019","150138",612.4
"2020","150138",779.3
"2021","150138",807.2
"2022","150138",821.7
"2023","150138",764.9
"2017","090116",4636.9
"2018","090116",3561.1
"2019","090116",3551.9
"2020","090116",4717.6
"2021","090116",4703.6
"2022","090116",4704.6
"2023","090116",4951.3
"2017","090105",7259.8
"2018","090105",5513.7
"2019","090105",5502.3
"2020","090105",4378.1
"2021","090105",4364.6
"2022","090105",4369.8
"2023","090105",3974.3
"2017","080107",4649
"2018","080107",5328.3
"2019","080107",4987.7
"2020","080107",4797.2
"2021","080107",9361.9
"2022","080107",10840.8
"2023","080107",10833.7
"2017","030608",3579.7
"2018","030608",2965.5
"2019","030608",3034.7
"2020","030608",4036.1
"2021","030608",4186.6
"2022","030608",4191.7
"2023","030608",4324.6
"2017","030216",19800.2
"2018","030216",18504.8
"2019","030216",18718.6
"2020","030216",19519.8
"2021","030216",19779.4
"2022","030216",19737.6
"2023","030216",19674.7
"2017","120111",290.7
"2018","120111",322
"2019","120111",324.9
"2020","120111",1805.5
"2021","120111",1818.9
"2022","120111",1824.6
"2023","120111",1709.6
"2017","150108",235696.3
"2018","150108",249730.4
"2019","150108",251181
"2020","150108",252164.9
"2021","150108",253657.1
"2022","150108",254217.9
"2023","150108",259977.5
"2017","120136",111.9
"2018","120136",122.7
"2019","120136",124.3
"2020","120136",1485.8
"2021","120136",1498.8
"2022","120136",1502.2
"2023","120136",1622.3
"2017","150726",1542
"2018","150726",1114.7
"2019","150726",1070.7
"2020","150726",1663.7
"2021","150726",1594.9
"2022","150726",1563.2
"2023","150726",1178.2
"2017","150104",44243.3
"2018","150104",46796.4
"2019","150104",47068.2
"2020","150104",47020.3
"2021","150104",47300.5
"2022","150104",47403.6
"2023","150104",44102.4
"2017","150731",4542.1
"2018","150731",5347.8
"2019","150731",6486.1
"2020","150731",5734.7
"2021","150731",6360.2
"2022","150731",6446.4
"2023","150731",4611
"2017","150143",373037.4
"2018","150143",395393.4
"2019","150143",397687.4
"2020","150143",411371.7
"2021","150143",413811.1
"2022","150143",414715.1
"2023","150143",413556.7
"2017","150133",263561.5
"2018","150133",278769.7
"2019","150133",280385.5
"2020","150133",280269.9
"2021","150133",283583.5
"2022","150133",284207.2
"2023","150133",320169.8
"2017","120121",1236.4
"2018","120121",1364.7
"2019","120121",1391.2
"2020","120121",6270.2
"2021","120121",6327.8
"2022","120121",6342.6
"2023","120121",6453.6
"2017","120903",4559.6
"2018","120903",4411.5
"2019","120903",4424.9
"2020","120903",4080.8
"2021","120903",4112.2
"2022","120903",4126.4
"2023","120903",4141.6
"2017","150711",2268.8
"2018","150711",1714.8
"2019","150711",1780.9
"2020","150711",1473
"2021","150711",1482.3
"2022","150711",1483.3
"2023","150711",1035.5
"2017","151021",583.2
"2018","151021",16.2
"2019","151021",157.4
"2020","151021",319.7
"2021","151021",344.5
"2022","151021",356.2
"2023","151021",255
"2017","150122",206368.9
"2018","150122",218277.5
"2019","150122",219543.2
"2020","150122",219272.5
"2021","150122",220581.8
"2022","150122",221063.1
"2023","150122",203416.1
"2017","150706",1080
"2018","150706",780.4
"2019","150706",895.3
"2020","150706",877.2
"2021","150706",932.8
"2022","150706",942.2
"2023","150706",668.1
"2017","090709",3426
"2018","090709",2483
"2019","090709",2523.9
"2020","090709",3616.7
"2021","090709",3647.1
"2022","090709",3653.9
"2023","090709",3564.9
"2017","150141",73088.1
"2018","150141",77306.5
"2019","150141",77755.1
"2020","150141",77657.7
"2021","150141",78120.9
"2022","150141",78292.2
"2023","150141",76640.1
"2017","080104",4358.8
"2018","080104",11543
"2019","080104",30674.4
"2020","080104",32441.4
"2021","080104",54958.9
"2022","080104",63268.3
"2023","080104",62775.6
"2017","081204",2941.8
"2018","081204",2934.2
"2019","081204",2952.9
"2020","081204",2917.8
"2021","081204",3012.7
"2022","081204",3129.4
"2023","081204",3270.5
"2017","150718",4529.6
"2018","150718",3251.7
"2019","150718",2945.5
"2020","150718",1746.4
"2021","150718",1655.2
"2022","150718",1639.6
"2023","150718",1333.8
"2017","120413",1428.5
"2018","120413",1436.9
"2019","120413",1435.4
"2020","120413",1903.6
"2021","120413",1913.8
"2022","120413",1920.5
"2023","120413",1936.5
"2017","120423",1419.8
"2018","120423",1447
"2019","120423",1907.8
"2020","120423",2002.7
"2021","120423",2065.7
"2022","120423",2070.4
"2023","120423",1799.5
"2017","120128",3540.9
"2018","120128",3901.3
"2019","120128",3938.6
"2020","120128",4332.8
"2021","120128",4364.5
"2022","120128",4370.4
"2023","120128",4253.5
"2017","120124",4206.2
"2018","120124",4486.6
"2019","120124",4512.3
"2020","120124",9043.7
"2021","120124",9108.9
"2022","120124",9133.3
"2023","120124",9045.5
"2017","120420",455
"2018","120420",459.9
"2019","120420",457.6
"2020","120420",1305.3
"2021","120420",1314.3
"2022","120420",1318.2
"2023","120420",1329.4
"2017","170201",8017.7
"2018","170201",8799.5
"2019","170201",9461.7
"2020","170201",6121.7
"2021","170201",6978.2
"2022","170201",6548.8
"2023","170201",6531.9
"2017","120207",1228.4
"2018","120207",1072.9
"2019","120207",1064.4
"2020","120207",1155.2
"2021","120207",1083.6
"2022","120207",1068.5
"2023","120207",1084.9
"2017","120127",1508.6
"2018","120127",1632.1
"2019","120127",1643.4
"2020","120127",1641
"2021","120127",1642.4
"2022","120127",1644.3
"2023","120127",1585.5
"2017","120421",513.6
"2018","120421",522.6
"2019","120421",522.1
"2020","120421",646.2
"2021","120421",647.5
"2022","120421",649.8
"2023","120421",656.5
"2017","120409",1519.1
"2018","120409",1527.5
"2019","120409",1526.5
"2020","120409",1421.5
"2021","120409",1429.3
"2022","120409",1433
"2023","120409",1215.7
"2017","120122",1214.5
"2018","120122",1335
"2019","120122",1347
"2020","120122",1906.8
"2021","120122",1920.2
"2022","120122",1923.6
"2023","120122",1877.8
"2017","120428",3445.6
"2018","120428",3462.5
"2019","120428",3461.4
"2020","120428",3731.3
"2021","120428",3750.9
"2022","120428",3761.2
"2023","120428",3800.4
"2017","120407",1152.3
"2018","120407",1155
"2019","120407",1154.1
"2020","120407",2462.2
"2021","120407",2475.9
"2022","120407",2480.9
"2023","120407",2499.6
"2017","150732",807.1
"2018","150732",610
"2019","150732",711.4
"2020","150732",1743.3
"2021","150732",1737.2
"2022","150732",1715.8
"2023","150732",1281.8
"2017","120430",1156
"2018","120430",1159.8
"2019","120430",1159.6
"2020","120430",1093.8
"2021","120430",1100.9
"2022","120430",1103
"2023","120430",1369.6
"2017","120425",1072
"2018","120425",1080.6
"2019","120425",1079.9
"2020","120425",1174.1
"2021","120425",1181.2
"2022","120425",1183.1
"2023","120425",1192
"2017","150807",2363.3
"2018","150807",3632.8
"2019","150807",3791.8
"2020","150807",3643.2
"2021","150807",3738.1
"2022","150807",3732.9
"2023","150807",3949.5
"2017","120607",2257
"2018","120607",2747.9
"2019","120607",2766
"2020","120607",11946.8
"2021","120607",11929.6
"2022","120607",9764.9
"2023","120607",10462.9
"2017","120708",28106.2
"2018","120708",21107
"2019","120708",21304.3
"2020","120708",16531.1
"2021","120708",16697.2
"2022","120708",16702.1
"2023","120708",14722.2
"2017","120501",6392.2
"2018","120501",4589.3
"2019","120501",4667.7
"2020","120501",7447.3
"2021","120501",7536.4
"2022","120501",7127.5
"2023","120501",7049
"2017","120503",1613.5
"2018","120503",1131.4
"2019","120503",1164.8
"2020","120503",1291
"2021","120503",1318.1
"2022","120503",2204.7
"2023","120503",2299.2
"2017","120704",11726.7
"2018","120704",8682
"2019","120704",8783.1
"2020","120704",8111.8
"2021","120704",8190
"2022","120704",8224.5
"2023","120704",7507.7
"2017","150811",9990.2
"2018","150811",10919.3
"2019","150811",11276.8
"2020","150811",14108.7
"2021","150811",14471.3
"2022","150811",14592.8
"2023","150811",16342.3
"2017","090508",1091.9
"2018","090508",743.9
"2019","090508",733
"2020","090508",498
"2021","090508",487.4
"2022","090508",488.8
"2023","090508",427.8
"2017","090505",2176
"2018","090505",1478.2
"2019","090505",1462.4
"2020","090505",587.4
"2021","090505",566.3
"2022","090505",567.4
"2023","090505",542.7
"2017","090504",2778.2
"2018","090504",1894
"2019","090504",1869.6
"2020","090504",2703.2
"2021","090504",2625.2
"2022","090504",2627.1
"2023","090504",2650.4
"2017","030104",15246.4
"2018","030104",16749.6
"2019","030104",16964.4
"2020","030104",20365.1
"2021","030104",21006.6
"2022","030104",21425
"2023","030104",21369.4
"2017","080103",1121.8
"2018","080103",1253
"2019","080103",1438
"2020","080103",1367.4
"2021","080103",2913.9
"2022","080103",3339.7
"2023","080103",3316.4
"2017","030602",7911.2
"2018","030602",6549.6
"2019","030602",6557.6
"2020","030602",7559.7
"2021","030602",7446.8
"2022","030602",7443.8
"2023","030602",7443.6
"2017","080101",271798.4
"2018","080101",304565.7
"2019","080101",271734.5
"2020","080101",257286.1
"2021","080101",186653.3
"2022","080101",157525
"2023","080101",160494
"2017","090616",910.1
"2018","090616",644.9
"2019","090616",647.9
"2020","090616",475.7
"2021","090616",501.5
"2022","090616",499.5
"2023","090616",530.3
"2017","081102",953.3
"2018","081102",847.5
"2019","081102",850.7
"2020","081102",2234.4
"2021","081102",2742.3
"2022","081102",2810
"2023","081102",2838.3
"2017","081105",3077.4
"2018","081105",2698.3
"2019","081105",2698.4
"2020","081105",5048.9
"2021","081105",4062
"2022","081105",4123.3
"2023","081105",4173.8
"2017","081205",10588.2
"2018","081205",10567.5
"2019","081205",10589.5
"2020","081205",10359.4
"2021","081205",16405.7
"2022","081205",17875.6
"2023","081205",17609.2
"2017","090609",228.3
"2018","090609",135.9
"2019","090609",140.6
"2020","090609",570
"2021","090609",547.9
"2022","090609",521
"2023","090609",527.3
"2017","030601",6601.6
"2018","030601",5450.6
"2019","030601",5464.2
"2020","030601",4434.9
"2021","030601",4785.8
"2022","030601",4799.4
"2023","030601",4847.3
"2017","030219",3824.6
"2018","030219",3576.9
"2019","030219",3666.6
"2020","030219",2964.6
"2021","030219",2968.6
