"year","iddist","pop_landscan"
"2022","190304",11712.7
"2023","190304",11960.5
"2017","101108",3858.8
"2018","101108",2241.6
"2019","101108",2227.5
"2020","101108",2210.2
"2021","101108",2192
"2022","101108",2194.6
"2023","101108",2166.4
"2017","101105",1188.2
"2018","101105",707.7
"2019","101105",703.3
"2020","101105",957.3
"2021","101105",952.2
"2022","101105",953.2
"2023","101105",1222.8
"2017","100101",122312.3
"2018","100101",125379.1
"2019","100101",126549.8
"2020","100101",109933.2
"2021","100101",110912.3
"2022","100101",111082.8
"2023","100101",110428.4
"2017","150727",749.3
"2018","150727",531.1
"2019","150727",480.2
"2020","150727",2057.6
"2021","150727",1931.3
"2022","150727",1894.1
"2023","150727",9902.3
"2017","120130",3903.9
"2018","120130",4301.1
"2019","120130",4343.7
"2020","120130",5415.6
"2021","120130",5462.6
"2022","120130",5471
"2023","120130",5201.7
"2017","090306",4268.7
"2018","090306",3491.7
"2019","090306",3481.5
"2020","090306",4972.3
"2021","090306",4999.4
"2022","090306",4944.3
"2023","090306",4867
"2017","090307",4367.3
"2018","090307",3647.8
"2019","090307",3625.4
"2020","090307",1893.9
"2021","090307",1908.5
"2022","090307",1885.6
"2023","090307",1967
"2017","150508",6652.1
"2018","150508",7550.5
"2019","150508",7593.3
"2020","150508",5236.2
"2021","150508",5265
"2022","150508",5245.3
"2023","150508",4980.4
"2017","090308",968.9
"2018","090308",804.8
"2019","090308",808.2
"2020","090308",600.3
"2021","090308",600.5
"2022","090308",595.1
"2023","090308",640.5
"2017","151015",388
"2018","151015",225.1
"2019","151015",416
"2020","151015",516.9
"2021","151015",620.5
"2022","151015",651.9
"2023","151015",644.6
"2017","090401",4142.6
"2018","090401",2777.8
"2019","090401",2753.5
"2020","090401",2703
"2021","090401",2668.1
"2022","090401",2647.7
"2023","090401",2597.7
"2017","150504",3814.2
"2018","150504",4252
"2019","150504",4281
"2020","150504",5530.8
"2021","150504",5562
"2022","150504",5660.6
"2023","150504",5448.3
"2017","150516",2051.2
"2018","150516",2256.1
"2019","150516",2270.5
"2020","150516",1295.2
"2021","150516",1301.9
"2022","150516",1398.8
"2023","150516",1375.2
"2017","090203",5361.7
"2018","090203",3098.2
"2019","090203",2955.7
"2020","090203",5111.7
"2021","090203",4539.9
"2022","090203",4428.7
"2023","090203",4529.8
"2017","090201",21808.6
"2018","090201",12397.5
"2019","090201",11841.7
"2020","090201",7851.3
"2021","090201",6950.4
"2022","090201",6770.3
"2023","090201",6828.9
"2017","080901",15920.4
"2018","080901",13247.7
"2019","080901",11703.1
"2020","080901",13205.8
"2021","080901",18634.3
"2022","080901",19239.3
"2023","080901",19408
"2017","150512",11668.7
"2018","150512",13020.9
"2019","150512",13111.6
"2020","150512",10281.7
"2021","150512",10346.3
"2022","150512",10317.1
"2023","150512",11272
"2017","151019",697.5
"2018","151019",238.5
"2019","151019",231.2
"2020","151019",316.2
"2021","151019",273.5
"2022","151019",263.9
"2023","151019",265
"2017","090118",13366.2
"2018","090118",10174.6
"2019","090118",10155.4
"2020","090118",5577.3
"2021","090118",5561.1
"2022","090118",5566.5
"2023","090118",5458.9
"2017","120402",3321.5
"2018","120402",3338
"2019","120402",3336.5
"2020","120402",4396.2
"2021","120402",4423.2
"2022","120402",4432.1
"2023","120402",4493.3
"2017","150102",38322.9
"2018","150102",40679.4
"2019","150102",40931
"2020","150102",4321.5
"2021","150102",4527.1
"2022","150102",4671.3
"2023","150102",27776.1
"2017","210703",1873.7
"2018","210703",1495.1
"2019","210703",1496.3
"2020","210703",2163.8
"2021","210703",2099
"2022","210703",2099.2
"2023","210703",2144.9
"2017","081001",3572.5
"2018","081001",2792.8
"2019","081001",5687.6
"2020","081001",2895.4
"2021","081001",3329.7
"2022","081001",3470.6
"2023","081001",3532.8
"2017","090602",377.2
"2018","090602",257.7
"2019","090602",258.2
"2020","090602",785.7
"2021","090602",770.5
"2022","090602",730.8
"2023","090602",749.4
"2017","210307",6393.6
"2018","210307",6083.7
"2019","210307",6140.9
"2020","210307",5912.9
"2021","210307",5863.5
"2022","210307",5846.6
"2023","210307",5525.1
"2017","110503",2880.8
"2018","110503",3772.5
"2019","110503",3541.6
"2020","110503",3371.6
"2021","110503",2870.4
"2022","110503",2729.1
"2023","110503",2425.2
"2017","081005",6102.9
"2018","081005",4787
"2019","081005",2786.1
"2020","081005",3670.5
"2021","081005",990
"2022","081005",417.9
"2023","081005",417.6
"2017","030201",24606.3
"2018","030201",22960.6
"2019","030201",23016
"2020","030201",22777.6
"2021","030201",22820.2
"2022","030201",22954.9
"2023","030201",22838.3
"2017","030213",13435.6
"2018","030213",12509.7
"2019","030213",12509.7
"2020","030213",16297
"2021","030213",16337.9
"2022","030213",16303.3
"2023","030213",16380.1
"2017","081201",4009.5
"2018","081201",4001.8
"2019","081201",4011.3
"2020","081201",5299.9
"2021","081201",8231.5
"2022","081201",8983.1
"2023","081201",9149.8
"2017","030215",10951.9
"2018","030215",10208.6
"2019","030215",10210.6
"2020","030215",10627.7
"2021","030215",10642.6
"2022","030215",10618
"2023","030215",10649.1
"2017","081009",2521.6
"2018","081009",1979.1
"2019","081009",1224.9
"2020","081009",1985.3
"2021","081009",2317.5
"2022","081009",2400.2
"2023","081009",2425.8
"2017","150729",1409.1
"2018","150729",1021.2
"2019","150729",900.5
"2020","150729",744.3
"2021","150729",715.4
"2022","150729",702.9
"2023","150729",524.6
"2017","120208",1190.1
"2018","120208",1037.2
"2019","120208",1140.7
"2020","120208",1030.6
"2021","120208",1039.3
"2022","120208",1045.7
"2023","120208",1030.6
"2017","150702",4193
"2018","150702",3156.1
"2019","150702",3374.4
"2020","150702",2750.5
"2021","150702",2719.1
"2022","150702",2766.9
"2023","150702",1950.2
"2017","120129",9563.6
"2018","120129",10569.1
"2019","120129",10675.8
"2020","120129",10139.4
"2021","120129",10220.8
"2022","120129",10246.2
"2023","120129",10177.6
"2017","120117",893.1
"2018","120117",987.1
"2019","120117",996.2
"2020","120117",3504.2
"2021","120117",3534.6
"2022","120117",3542
"2023","120117",3796
"2017","120213",4756.5
"2018","120213",4157.1
"2019","120213",4212.4
"2020","120213",3654.2
"2021","120213",3444.6
"2022","120213",3424.6
"2023","120213",3442.9
"2017","120212",732.7
"2018","120212",639.1
"2019","120212",633.6
"2020","120212",806.3
"2021","120212",752.9
"2022","120212",744.9
"2023","120212",752.5
"2017","211204",5623.3
"2018","211204",4341.3
"2019","211204",4344.3
"2020","211204",4032
"2021","211204",4000.3
"2022","211204",4010.3
"2023","211204",4183.4
"2017","030707",1968.2
"2018","030707",1601.1
"2019","030707",1618.5
"2020","030707",1839.1
"2021","030707",1853.1
"2022","030707",1859.1
"2023","030707",1857.2
"2017","030410",80.2
"2018","030410",67.2
"2019","030410",67.2
"2020","030410",543.6
"2021","030410",547.8
"2022","030410",547.8
"2023","030410",568
"2017","211201",8206.3
"2018","211201",6398.4
"2019","211201",6402.4
"2020","211201",4498.2
"2021","211201",4462.2
"2022","211201",4480.2
"2023","211201",4565.1
"2017","030417",118.7
"2018","030417",87.1
"2019","030417",87.1
"2020","030417",786
"2021","030417",793.2
"2022","030417",792.2
"2023","030417",782.2
"2017","211207",2107.7
"2018","211207",1717
"2019","211207",1730.4
"2020","211207",2486.7
"2021","211207",2473.4
"2022","211207",2479.7
"2023","211207",2605.3
"2017","110113",512
"2018","110113",515.2
"2019","110113",520.5
"2020","110113",1240.6
"2021","110113",1429.2
"2022","110113",1431.5
"2023","110113",1466.9
"2017","110111",2190.6
"2018","110111",3489.7
"2019","110111",3525.3
"2020","110111",11688.4
"2021","110111",11834.3
"2022","110111",11858.4
"2023","110111",10907.8
"2017","030412",2939.3
"2018","030412",2260.7
"2019","030412",2275.8
"2020","030412",1199.7
"2021","030412",1210.4
"2022","030412",1210.5
"2023","030412",1155.1
"2017","030306",685.5
"2018","030306",641.6
"2019","030306",640.8
"2020","030306",724.1
"2021","030306",713.2
"2022","030306",710.2
"2023","030306",696.1
"2017","030413",184
"2018","030413",161.8
"2019","030413",177.7
"2020","030413",696.1
"2021","030413",724.7
"2022","030413",725.5
"2023","030413",723.1
"2017","110105",759.8
"2018","110105",763.6
"2019","110105",770.2
"2020","110105",1769.7
"2021","110105",1783.7
"2022","110105",1787.5
"2023","110105",1696.4
"2017","080607",1210.9
"2018","080607",1134.2
"2019","080607",1129.1
"2020","080607",2195.8
"2021","080607",4016.3
"2022","080607",4219.1
"2023","080607",4217.4
"2017","080705",8896
"2018","080705",7384.9
"2019","080705",13886.7
"2020","080705",8044
"2021","080705",8975.9
"2022","080705",8970.2
"2023","080705",8964.5
"2017","030504",12293
"2018","030504",12649.9
"2019","030504",12720.4
"2020","030504",10648.7
"2021","030504",10731.7
"2022","030504",10638.9
"2023","030504",11569.7
"2017","030210",8990.6
"2018","030210",8425.1
"2019","030210",8431.4
"2020","030210",4868.2
"2021","030210",4870.2
"2022","030210",5377.2
"2023","030210",5348.1
"2017","030302",89.9
"2018","030302",85.1
"2019","030302",83.1
"2020","030302",246.7
"2021","030302",243.8
"2022","030302",242.8
"2023","030302",219.7
"2017","080608",1741.2
"2018","080608",1620.5
"2019","080608",1602.4
"2020","080608",4075.1
"2021","080608",7956.6
"2022","080608",8326.9
"2023","080608",8444.7
"2017","110107",975.1
"2018","110107",1106.9
"2019","110107",1125
"2020","110107",3310.5
"2021","110107",3333.8
"2022","110107",3343.6
"2023","110107",3599.5
"2017","120706",7203.3
"2018","120706",5460.2
"2019","120706",5522.6
"2020","120706",5953.6
"2021","120706",6011.1
"2022","120706",6069.5
"2023","120706",5663.7
"2017","150602",5884.8
"2018","150602",6088.5
"2019","150602",6127.9
"2020","150602",2613.7
"2021","150602",2636.5
"2022","150602",2637.5
"2023","150602",2328
"2017","170302",8279.4
"2018","170302",7907.9
"2019","170302",7950.9
"2020","170302",5710.3
"2021","170302",5708.5
"2022","170302",3881.6
"2023","170302",3820.2
"2017","080914",15367.1
"2018","080914",13184.3
"2019","080914",12024.3
"2020","080914",10964.3
"2021","080914",10195.7
"2022","080914",11541.4
"2023","080914",11658.6
"2017","120707",4522.1
"2018","120707",3427.7
"2019","120707",3456
"2020","120707",5458.2
"2021","120707",5499.8
"2022","120707",5499.8
"2023","120707",4616.9
"2017","120306",9583.5
"2018","120306",6379.4
"2019","120306",6446.7
"2020","120306",3394.4
"2021","120306",3411.4
"2022","120306",3398.4
"2023","120306",3186.2
"2017","120699",59552.8
"2018","120699",71408.1
"2019","120699",72025.6
"2020","120699",73773.6
"2021","120699",74419.6
"2022","120699",90344.4
"2023","120699",88975.8
"2017","150607",2433.1
"2018","150607",2524.3
"2019","150607",2540.7
"2020","150607",1118.2
"2021","150607",1126.2
"2022","150607",1126.2
"2023","150607",1034.2
"2017","150801",44121.5
"2018","150801",47658.4
"2019","150801",47732.9
"2020","150801",52484.7
"2021","150801",52736.6
"2022","150801",53219.9
"2023","150801",61692.1
"2017","150606",6003.4
"2018","150606",6292.6
"2019","150606",6500
"2020","150606",4846.8
"2021","150606",4922.9
"2022","150606",4927.6
"2023","150606",4753.2
"2017","150803",1127.1
"2018","150803",1194.1
"2019","150803",1195
"2020","150803",1022.1
"2021","150803",1026.5
"2022","150803",1023.7
"2023","150803",1674
"2017","150805",61313.5
"2018","150805",64973.6
"2019","150805",65038.5
"2020","150805",54386.9
"2021","150805",54650.1
"2022","150805",54537.5
"2023","150805",38973.8
"2017","120807",8281.7
"2018","120807",6266.9
"2019","120807",6324.7
"2020","120807",6447
"2021","120807",6536.3
"2022","120807",6732.5
"2023","120807",7265.9
"2017","150810",34478.2
"2018","150810",36559.7
"2019","150810",36631
"2020","150810",35128.7
"2021","150810",35303.3
"2022","150810",35231.7
"2023","150810",32054.2
"2017","150610",3563.5
"2018","150610",3741.4
"2019","150610",3766.9
"2020","150610",2516.4
"2021","150610",2540.2
"2022","150610",2600.8
"2023","150610",2454.4
"2017","120305",34379.3
"2018","120305",29715.7
"2019","120305",29999.4
"2020","120305",22304.5
"2021","120305",22470.5
"2022","120305",22554.2
"2023","120305",22422.4
"2017","150612",2936.1
"2018","150612",3062.6
"2019","150612",3078.4
"2020","150612",1144.2
"2021","150612",1151.1
"2022","150612",1151.4
"2023","150612",1100.4
"2017","170101",56326.7
"2018","170101",75678
"2019","170101",75322.9
"2020","170101",65759.7
"2021","170101",65505.9
"2022","170101",37189.8
"2023","170101",40138.6
"2017","050404",1830.2
"2018","050404",1658.7
"2019","050404",1676.6
"2020","050404",2751.2
"2021","050404",2766.1
"2022","050404",2759.2
"2023","050404",2783.2
"2017","050403",5942.9
"2018","050403",5644.1
"2019","050403",5681.5
"2020","050403",5495.2
"2021","050403",5559
"2022","050403",5537.9
"2023","050403",5605.5
"2017","050508",16643.7
"2018","050508",13213.1
"2019","050508",13303.7
"2020","050508",13343.6
"2021","050508",13196.2
"2022","050508",13208.1
"2023","050508",13192.1
"2017","080907",10669.1
"2018","080907",8443.7
"2019","080907",7478.5
"2020","080907",8098.7
"2021","080907",11746.9
"2022","080907",12035.4
"2023","080907",11993
"2017","080910",4827.7
"2018","080910",4024.2
"2019","080910",4092.8
"2020","080910",15358
"2021","080910",13729.9
"2022","080910",13792.9
"2023","080910",13977.7
"2017","030604",9317.9
"2018","030604",7709.8
"2019","030604",7719.4
"2020","030604",7514.6
"2021","030604",7411
"2022","030604",7404.3
"2023","030604",7383
"2017","050511",4290
"2018","050511",3412.4
"2019","050511",3421.1
"2020","050511",1475.5
"2021","050511",1459.7
"2022","050511",1479.2
"2023","050511",1482.3
"2017","050407",8972.9
"2018","050407",8108.7
"2019","050407",8178.4
"2020","050407",11753.7
"2021","050407",11830.1
"2022","050407",12020.2
"2023","050407",11902.6
"2017","050406",7435.8
"2018","050406",6675.2
"2019","050406",6722.8
"2020","050406",4653
"2021","050406",4678.5
"2022","050406",4665.7
"2023","050406",4674.9
"2017","050408",5814.9
"2018","050408",5268.6
"2019","050408",5334.9
"2020","050408",9361.2
"2021","050408",9373.9
"2022","050408",9541.9
"2023","050408",9599.6
"2017","050502",9616
"2018","050502",7569.5
"2019","050502",7650.3
"2020","050502",9087.4
"2021","050502",9310.4
"2022","050502",9273.9
"2023","050502",9382.8
"2017","050509",6579.1
"2018","050509",5202.2
"2019","050509",5247.6
"2020","050509",5308.3
"2021","050509",5504.5
"2022","050509",5526.6
"2023","050509",5777.8
"2017","050504",2198.3
"2018","050504",1744.1
"2019","050504",1751.8
"2020","050504",1808.3
"2021","050504",1790.5
"2022","050504",1791.5
"2023","050504",1822.2
"2017","050501",11685.5
"2018","050501",9221.5
"2019","050501",9274
"2020","050501",10948.7
"2021","050501",10830
"2022","050501",10845
"2023","050501",10810.3
"2017","050510",3135.8
"2018","050510",2461
"2019","050510",2473.7
"2020","050510",3406.3
"2021","050510",3388.4
"2022","050510",3409.2
"2023","050510",3293.6
"2017","050409",2341.3
"2018","050409",2145.7
"2019","050409",2170.7
"2020","050409",4750.5
"2021","050409",4801.5
"2022","050409",4727.8
"2023","050409",4776.9
"2017","100106",3969.7
"2018","100106",3935.1
"2019","100106",3960.4
"2020","100106",5300.6
"2021","100106",5356.4
"2022","100106",5362.3
"2023","100106",5279.7
"2017","190303",6321.6
"2018","190303",8239.8
"2019","190303",8129.9
"2020","190303",7185
"2021","190303",7144.3
"2022","190303",7147.3
"2023","190303",7256.6
"2017","190305",2891.5
"2018","190305",3635.5
"2019","190305",3605.2
"2020","190305",3313.8
"2021","190305",3288.7
"2022","190305",5295.9
"2023","190305",5419.9
"2017","190306",30532
"2018","190306",26197.8
"2019","190306",27589.4
"2020","190306",19128.5
"2021","190306",20115.9
"2022","190306",19439.4
"2023","190306",19178.5
"2017","100801",35100.5
"2018","100801",27112.2
"2019","100801",27369.1
"2020","100801",22907.2
"2021","100801",23091.9
"2022","100801",24344.1
"2023","100801",25046.8
"2017","100804",7960.4
"2018","100804",6146.8
"2019","100804",6214.6
"2020","100804",8647.5
"2021","100804",8726.8
"2022","100804",8115.7
"2023","100804",8106.3
"2017","061311",2427.7
"2018","061311",2055.9
"2019","061311",2073.3
"2020","061311",2121
"2021","061311",2138.3
"2022","061311",2142.5
"2023","061311",2115.1
"2017","061302",1021.8
"2018","061302",864.7
"2019","061302",872.5
"2020","061302",838.5
"2021","061302",846.3
"2022","061302",848.8
"2023","061302",825.7
"2017","220913",2850.1
"2018","220913",3495.3
"2019","220913",6288.5
"2020","220913",6045.9
"2021","220913",9121.6
"2022","220913",9554.8
"2023","220913",9894.8
"2017","061306",2222.7
"2018","061306",1870.1
"2019","061306",1886.8
"2020","061306",2537.3
"2021","061306",2556.9
"2022","061306",2563.7
"2023","061306",2539.5
"2017","220902",380.5
"2018","220902",1711.7
"2019","220902",1736.1
"2020","220902",1731.6
"2021","220902",1763.5
"2022","220902",1756.4
"2023","220902",1824.7
"2017","010110",2068
"2018","010110",2519.1
"2019","010110",2542.2
"2020","010110",2647.5
"2021","010110",2691.2
"2022","010110",2745
"2023","010110",2824.2
"2017","061307",3547.8
"2018","061307",3004.3
"2019","061307",3033.8
"2020","061307",3756.3
"2021","061307",3791.2
"2022","061307",3796.9
"2023","061307",3790.1
"2017","061308",3168.6
"2018","061308",2681.7
"2019","061308",2705.5
"2020","061308",3316
"2021","061308",3349.6
"2022","061308",3354.2
"2023","061308",3293.2
"2017","060703",21571.2
"2018","060703",17689.1
"2019","060703",17850.2
"2020","060703",16928.4
"2021","060703",17084.9
"2022","060703",17127.1
"2023","060703",16158.3
"2017","131102",5722.2
"2018","131102",4594.3
"2019","131102",4636.3
"2020","131102",4829.9
"2021","131102",4869.2
"2022","131102",4878.2
"2023","131102",4955.5
"2017","131104",4609.8
"2018","131104",3219.6
"2019","131104",3254.1
"2020","131104",4776.4
"2021","131104",4820.1
"2022","131104",4835.8
"2023","131104",5114.5
"2017","130908",4935.5
"2018","130908",4916.2
"2019","130908",5039
"2020","130908",9879.8
"2021","130908",10016.1
"2022","130908",9977
"2023","130908",10333.7
"2017","060203",11761.9
"2018","060203",11575.4
"2019","060203",11690.2
"2020","060203",13721
"2021","060203",13834.8
"2022","060203",13796.2
"2023","060203",13483.9
"2017","130303",3106.9
"2018","130303",2574.7
"2019","130303",2614.7
"2020","130303",2954.3
"2021","130303",3041.4
"2022","130303",2936.4
"2023","130303",2751.9
"2017","220602",4122.3
"2018","220602",5681.2
"2019","220602",5424
"2020","220602",9245.2
"2021","220602",8068.3
"2022","220602",7683.5
"2023","220602",6857.7
"2017","010520",1137.4
"2018","010520",983.7
"2019","010520",990.7
"2020","010520",1562.3
"2021","010520",1569.3
"2022","010520",1563.3
"2023","010520",1485.1
"2017","010518",2070.3
"2018","010518",1810.1
"2019","010518",1824.8
"2020","010518",2405.2
"2021","010518",2415.7
"2022","010518",2385.2
"2023","010518",2411.2
"2017","010705",7095.8
"2018","010705",6710.5
"2019","010705",6747.9
"2020","010705",7422.1
"2021","010705",7467.1
"2022","010705",7487.2
"2023","010705",6914.7
"2017","060802",32016.3
"2018","060802",30431
"2019","060802",30693.7
"2020","060802",20039.2
"2021","060802",20405.7
"2022","060802",20439.9
"2023","060802",20562.4
"2017","060811",6999.6
"2018","060811",6676.3
"2019","060811",6795.2
"2020","060811",14926.7
"2021","060811",15047.7
"2022","060811",15085.9
"2023","060811",15526.9
"2017","060904",26061.1
"2018","060904",25004.6
"2019","060904",25417.4
"2020","060904",23843.3
"2021","060904",24085.6
"2022","060904",24004.3
"2023","060904",22904.5
"2017","210707",4270.3
"2018","210707",3406.4
"2019","210707",3414.4
"2020","210707",2275.2
"2021","210707",2429
"2022","210707",2439
"2023","210707",2306.5
"2017","150720",2634.3
"2018","150720",1905.3
"2019","150720",1716.7
"2020","150720",1179.7
"2021","150720",1129.5
"2022","150720",1105.2
"2023","150720",882.7
"2017","120201",9601.1
"2018","120201",8380.9
"2019","120201",8320.3
"2020","120201",6957.1
"2021","120201",6486.6
"2022","120201",6426.2
"2023","120201",6477.7
"2017","150709",6087.3
"2018","150709",4374.7
"2019","150709",3976.4
"2020","150709",3160.6
"2021","150709",2968.2
"2022","150709",2911.2
"2023","150709",2078.7
"2017","090511",5282.7
"2018","090511",3563
"2019","090511",3508.7
"2020","090511",3205.2
"2021","090511",3121.1
"2022","090511",3121.6
"2023","090511",3107.5
"2017","090104",1834
"2018","090104",1393.3
"2019","090104",1391.1
"2020","090104",1391.9
"2021","090104",1388.8
"2022","090104",1390.3
"2023","090104",1416.9
"2017","150515",2828.8
"2018","150515",3535.4
"2019","150515",3558.8
"2020","150515",3603.8
"2021","150515",3625.1
"2022","150515",3629
"2023","150515",3647.5
"2017","090108",253.6
"2018","090108",192.6
"2019","090108",191.9
"2020","090108",313.3
"2021","090108",312.1
"2022","090108",312.7
"2023","090108",344.2
"2017","090113",5658.7
"2018","090113",4312.7
"2019","090113",4308.1
"2020","090113",2962.1
"2021","090113",2948.9
"2022","090113",2954.9
"2023","090113",3095.5
"2017","090604",54.4
"2018","090604",36.9
"2019","090604",36.9
"2020","090604",296.3
"2021","090604",289.6
"2022","090604",275.7
"2023","090604",281.4
"2017","080106",35635
"2018","080106",39949.6
"2019","080106",35729.1
"2020","080106",39360.4
"2021","080106",31581.5
"2022","080106",29652.6
"2023","080106",31286
"2017","030207",5093.9
"2018","030207",4781
"2019","030207",4803.2
"2020","030207",5928
"2021","030207",5945
"2022","030207",5935
"2023","030207",6064.5
"2017","090615",487.3
"2018","090615",357.4
"2019","090615",357.4
"2020","090615",423
"2021","090615",417.9
"2022","090615",396.2
"2023","090615",398.4
"2017","080108",39973.8
"2018","080108",44768.4
"2019","080108",39751.8
"2020","080108",36962.1
"2021","080108",30444.1
"2022","080108",27623.3
"2023","080108",29822.2
"2017","090601",715.7
"2018","090601",491.1
"2019","090601",497.6
"2020","090601",1208.3
"2021","090601",1171.3
"2022","090601",1110.9
"2023","090601",1152.2
"2017","081210",19923.2
"2018","081210",19934.4
"2019","081210",20180.1
"2020","081210",26753.6
"2021","081210",8417.6
"2022","081210",3645.3
"2023","081210",3730.7
"2017","120909",21301.6
"2018","120909",20679.3
"2019","120909",20884.4
"2020","120909",10376.7
"2021","120909",10504.4
"2022","120909",10527.5
"2023","120909",11052.8
"2017","120908",1148.9
"2018","120908",1106.6
"2019","120908",1110.5
"2020","120908",3108.7
"2021","120908",3135.5
"2022","120908",3142.9
"2023","120908",3313.5
"2017","120119",12033.8
"2018","120119",13288.9
"2019","120119",13423.2
"2020","120119",15823.8
"2021","120119",15961.1
"2022","120119",15994.4
"2023","120119",17169
"2017","150131",238835.4
"2018","150131",252619.6
"2019","150131",254082.4
"2020","150131",253769.7
"2021","150131",255282.1
"2022","150131",255839.6
"2023","150131",181634.4
"2017","150120",75094.6
"2018","150120",79428.1
"2019","150120",79889
"2020","150120",79791
"2021","150120",80266.4
"2022","150120",80442.1
"2023","150120",63183.2
"2017","120906",740.8
"2018","120906",728.1
"2019","120906",718.2
"2020","120906",2855.8
"2021","120906",2880.4
"2022","120906",2885.9
"2023","120906",2930
"2017","150130",127360.4
"2018","150130",134708
"2019","150130",135493
"2020","150130",135323.3
"2021","150130",136127.3
"2022","150130",136428.3
"2023","150130",122350.8
"2017","150116",55187
"2018","150116",58371.9
"2019","150116",58710.8
"2020","150116",58638.4
"2021","150116",58987.8
"2022","150116",59117.2
"2023","150116",60106.6
"2017","150140",348479.3
"2018","150140",368589.8
"2019","150140",370730.3
"2020","150140",370276.1
"2021","150140",372492.6
"2022","150140",373307.2
"2023","150140",399772.6
"2017","090714",1885.5
"2018","090714",1381
"2019","090714",1393.7
"2020","090714",4358.5
"2021","090714",4399.9
"2022","090714",4410.5
"2023","090714",4345.5
"2017","151033",396.8
"2018","151033",3.4
"2019","151033",43.2
"2020","151033",100.4
"2021","151033",101.7
"2022","151033",100.2
"2023","151033",94.5
"2017","150121",77138.2
"2018","150121",81589.2
"2019","150121",82062.9
"2020","150121",81961.6
"2021","150121",82450.9
"2022","150121",82631.9
"2023","150121",83012.2
"2017","070105",1549.7
"2018","070105",1281.7
"2019","070105",1293.9
"2020","070105",1569.2
"2021","070105",1583
"2022","070105",1586.6
"2023","070105",1180.5
"2017","220104",4014.3
"2018","220104",3979.5
"2019","220104",8066.7
"2020","220104",11419
"2021","220104",14707.8
"2022","220104",15212.7
"2023","220104",15054.6
"2017","010604",2220.3
"2018","010604",2374.1
"2019","010604",2389
"2020","010604",3577.6
"2021","010604",3607.4
"2022","010604",3556.2
"2023","010604",3682.3
"2017","140309",5340.3
"2018","140309",6117.1
"2019","140309",6390.9
"2020","140309",6732.6
"2021","140309",7540.9
"2022","140309",7638
"2023","140309",6996.8
"2017","010109",1343.4
"2018","010109",1366.9
"2019","010109",1381
"2020","010109",3869.9
"2021","010109",3887.9
"2022","010109",3864.9
"2023","010109",3776.9
"2017","010605",2735
"2018","010605",2929.6
"2019","010605",2961.5
"2020","010605",3801.7
"2021","010605",3823.7
"2022","010605",3859
"2023","010605",3623.9
"2017","160113",128742
"2018","160113",114730.9
"2019","160113",114512.9
"2020","160113",127213
"2021","160113",121794.5
"2022","160113",119718.4
"2023","160113",125394.5
"2017","160101",201457.4
"2018","160101",170140.1
"2019","160101",151084.8
"2020","160101",146129.4
"2021","160101",132445.4
"2022","160101",126952.6
"2023","160101",129436.8
"2017","240104",10598.1
"2018","240104",9398.2
"2019","240104",9473.2
"2020","240104",9248
"2021","240104",9337.4
"2022","240104",9358.1
"2023","240104",9453.6
"2017","240201",4747.4
"2018","240201",5790.8
"2019","240201",5821.5
"2020","240201",5485.8
"2021","240201",5514.5
"2022","240201",5517.7
"2023","240201",5441.5
"2017","240105",9908.8
"2018","240105",8055.1
"2019","240105",8121.9
"2020","240105",10324.6
"2021","240105",10409.9
"2022","240105",10434.1
"2023","240105",10503.1
"2017","010206",10704.1
"2018","010206",10456.4
"2019","010206",10532.7
"2020","010206",8616.6
"2021","010206",8612.1
"2022","010206",8214.3
"2023","010206",8079.7
"2017","240303",6363.8
"2018","240303",6492.7
"2019","240303",5935.2
"2020","240303",6177.2
"2021","240303",5391.9
"2022","240303",5112.3
"2023","240303",5009.2
"2017","240103",2515.9
"2018","240103",2656.2
"2019","240103",2681.9
"2020","240103",2406
"2021","240103",2428.1
"2022","240103",2431.5
"2023","240103",2446.4
"2017","010118",623.7
"2018","010118",644.7
"2019","010118",651.3
"2020","010118",886.8
"2021","010118",894.8
"2022","010118",887
"2023","010118",902.1
"2017","060612",3719.1
"2018","060612",2903.6
"2019","060612",2933.1
"2020","060612",4710.5
"2021","060612",4751.4
"2022","060612",4756.4
"2023","060612",4904.4
"2017","010607",3203.4
"2018","010607",3439.8
"2019","010607",3466.4
"2020","010607",3238.8
"2021","010607",3271
"2022","010607",3220.4
"2023","010607",3370.7
"2017","010101",13519.9
"2018","010101",13883.4
"2019","010101",14004.7
"2020","010101",13692.7
"2021","010101",13810
"2022","010101",13643.2
"2023","010101",13569.8
"2017","060605",901.2
"2018","060605",750.7
"2019","060605",755.7
"2020","060605",747.4
"2021","060605",759.8
"2022","060605",759.8
"2023","060605",793.2
"2017","010508",1174
"2018","010508",1011.6
"2019","010508",1018
"2020","010508",1018.2
"2021","010508",1034.8
"2022","010508",1097.8
"2023","010508",1101.5
"2017","220510",11922.9
"2018","220510",11666.6
"2019","220510",11542.7
"2020","220510",12872.5
"2021","220510",12824.8
"2022","220510",12306.2
"2023","220510",12163.1
"2017","120215",1900.5
"2018","120215",1662.2
"2019","120215",1649.3
"2020","120215",1490.6
"2021","120215",1392.4
"2022","120215",1380.7
"2023","120215",1424.1
"2017","150139",15459.3
"2018","150139",16398.8
"2019","150139",16495.7
"2020","150139",1664
"2021","150139",1716.6
"2022","150139",1729.6
"2023","150139",13111.1
"2017","120404",790.2
"2018","120404",792.7
"2019","120404",792.6
